sessionid,participantId,paper,questionId,answer,isCorrect,rationale
7IOV51oWcucF,P15,paper5,p5q7,The paper says XAI could help by improving users’ understanding of the task and by making the AI model more accurate. The qualitative review mainly found stronger evidence for improved understanding rather than performance gains from accuracy.,0,Incorrect mechanisms (accuracy instead of reliance).
7IOV51oWcucF,P15,paper5,p5q4,"The results showed that both tabular and text data had similar improvements from XAI, with no meaningful difference between them. The authors suggest this is because explanations work equally well regardless of the data type.",0,Incorrect result: claims no difference between tabular/text.
7IOV51oWcucF,P15,paper5,p5q9,"There are mxed findings. Bansal et al. and van der Waa et al. found that explanations made users more likely to accept AI advice, even when it might be wrong, while Fugener et al. found that adding confidence information actually reduced how often users followed the AI. This contrast shows that explanations can either increase or decrease acceptance depending on how they are presented.",1,Correct contrast.
7IOV51oWcucF,P15,paper5,p5q2,"The paper compares human vs AI-assisted performance and XAI-assisted vs AI-assisted performance. Since XAI does not significantly outperform AI, the gains seen over humans should be interpreted as coming from AI support overall rather than the explanations themselves.",1,Correct interpretation.
7IOV51oWcucF,P15,paper5,p5q10,"The authors raise a concern that explanations could be used to persuade users to follow AI recommendations even when they are wrong. This comes from the finding that explanations often increase users’ acceptance of AI advice, which could lead to people trusting incorrect outputs more easily.",1,Correct ethical concern.
7IOV51oWcucF,P15,paper4,p4q4,"The authors observed a shift in cognitive effort from direct task execution to ""task stewardship,"" where workers move from material production to guiding and monitoring AI outputs. In this new workflow, effort is redirected toward translating intentions into queries for analysis, steering AI responses for synthesis, and conducting quality assessments for evaluation. This creates a role for knowledge workers as stewards who retain full responsibility and accountability for the final results, even as the labor of execution is delegated to Gen AI",1,Correct shift.
7IOV51oWcucF,P15,paper4,p4q2,"The paper's two research questions investigate when and how knowledge workers perceive the enaction of critical thinking (RQ1) and when and why they perceive increased or decreased effort for those activities (RQ2). These questions differ because RQ1 focuses on identifying the visible signals and manifestations of critical thought, whereas RQ2 examines the intensity and underlying causes of shifts in cognitive load",1,Correct research questions.
7IOV51oWcucF,P15,paper4,p4q10,The authors use stewardship to suggest that humans and AI are working more as equal partners rather than one overseeing the other. This implies that accountability is somewhat shared between the user and the AI system.,0,Incorrect: claims shared accountability.
7IOV51oWcucF,P15,paper4,p4q6,"Motivation and ability both play a role, but even if someone is motivated to think critically, they may not do so if they lack the skills to evaluate or improve AI outputs. This means critical thinking is most likely to break down when users want to engage but don’t feel capable of doing it effectively.",1,Correct interaction.
7IOV51oWcucF,P15,paper4,p4q8,"Lack of awareness, limited domain knowledge, and difficulty improving or refining AI outputs. The most commonly reported one was difficulty improving AI responses, especially when users were unfamiliar with the topic.",1,Correct barriers + most common.
7IOV51oWcucF,P15,paper6,p6q10,continuous use of chat GPT may develop laziness among students and weaken their cognitive skills.,0,"Incorrect mechanism (too vague, missing memory consolidation link)."
7IOV51oWcucF,P15,paper6,p6q2,"Competing hypothesis is that either students will use chatgpt more, or they would use it less because they are scared of getting caught. Results indicate students who are sensitive are less likely to use ChatGPT out of fear of getting caught.",0,Incorrect competing hypotheses.
7IOV51oWcucF,P15,paper6,p6q4,"In Study 1, they first created 12 items and used expert reviews to check content validity, which reduced it to 10 items. Then they ran factor analysis and dropped 2 more items because they had low factor loadings and communalities, leaving a final 8 item scale",1,Correct process including expert review + factor analysis.
7IOV51oWcucF,P15,paper6,p6q9,Do not give deadlines. students seem to use gpt more when they are under stressful timing constraints.,1,Correct recommendation.
7IOV51oWcucF,P15,paper6,p6q7,"Mediation was supported for workload and time pressure on procrastination, memory loss, and academic performance, and for sensitivity to rewards on procrastination and memory loss but not academic performance, while it was not supported for sensitivity to quality on any outcomes",1,Correct mediation pattern.
7IOV51oWcucF,P15,cross_paper,cpq2,"One way cognitive effort changes is that people tend to rely more on the AI and spend less time doing deep analysis themselves. This happens because the AI provides quick answers, which makes it easier to accept suggestions instead of fully working through the problem.",1,Correct shift.
7IOV51oWcucF,P15,cross_paper,cpq4,"Example: Routine or low-stakes tasks. One example is when someone uses GenAI for simple tasks like grammar checks or writing basic meeting notes. Why it harms outcomes: While this saves time in the moment, it can weaken the person’s long-term thinking skills because they are no longer practicing judgment or critical thinking regularly. Over time, this makes it harder to handle more complex or high-stakes situations, and can also lead to more uniform, less thoughtful outputs.",1,Correct example and mechanism.
7IOV51oWcucF,P15,cross_paper,cpq6,"Perceived competency of the AI. If the model is able to give solid reasoning for an output, users may be less tempted to question its answr and just accept it.",1,Valid factor.
7IOV51oWcucF,P15,cross_paper,cpq8,"In stressful work heavy environments, its easy to take the path of least resistance which leads some studentts and knoweldge workers to do things the ""easier"" way with AI.",0,No explicit paper linkage.
7IOV51oWcucF,P15,cross_paper,cpq10,"AI can improve performance by reducing effort and helping people reach answers more quickly or accurately. At the same time, it creates risks because increased reliance and lower verification can cause users to accept incorrect outputs, leading to worse outcomes in some cases.",1,Correct dual explanation.
GbE3cKPcTDTP,P18,paper6,p6q2,The researchers found that reward sensitivity leads to a decrease in the use of generative AI because students worry that using an unethical shortcut could jeopardize their grades or academic standing,0,Missing competing hypothesis
GbE3cKPcTDTP,P18,paper6,p6q4,The researchers reduced the initial 12 items to 8 by using expert sorting to ensure content validity and exploratory factor analysis to remove items 4 and 9 because they failed to meet the required thresholds for factor loadings and communalities.,1,Includes process and dropped items 4 and 9
GbE3cKPcTDTP,P18,paper6,p6q7,"ChatGPT usage mediated the impacts of workload and time pressure on all outcomes, and reward sensitivity on procrastination and memory loss, but did not mediate quality sensitivity or reward-related academic performance.",1,Correct mediation structure
GbE3cKPcTDTP,P18,paper6,p6q9,"The authors recommend that educators emphasize efficient time management and workload distribution when assigning tasks to reduce the stress that drives students to use ChatGPT as a shortcut, thereby preventing the memory loss and poor academic performance identified as consequences in the study.",1,Correct recommendation
GbE3cKPcTDTP,P18,paper6,p6q10,"Excessive ChatGPT usage leads to memory loss by reducing the cognitive effort and mental exertion required for active learning, which is essential for memory consolidation and retention",1,Correct mechanism
GbE3cKPcTDTP,P18,paper5,p5q2,"Although XAI-assisted decision-making significantly outperforms unassisted human performance, the lack of a statistically significant difference between AI and XAI assistance means that the observed improvement should be interpreted as a general benefit of receiving AI advice rather than the explanations themselves.",1,Correct comparisons and interpretation
GbE3cKPcTDTP,P18,paper5,p5q4,"The meta-analysis found that XAI assistance significantly improves performance for text data while having a negligible effect on tabular data, likely because text is more intuitive and less prone to information overload than the complex datasets often found in tabular tasks.",1,Correct subgroup result
GbE3cKPcTDTP,P18,paper5,p5q7,"The meta-analysis demonstrates that XAI-assisted decision-making significantly improves human performance over unassisted tasks, yet fails to show a significant performance benefit over isolated AI predictions, while also highlighting that text-based tasks yield better results than tabular ones.",0,Describes comparisons not mechanisms
GbE3cKPcTDTP,P18,paper5,p5q9,"While multiple investigations found that explanations increased the general probability of users accepting AI suggestions, one study observed a decrease in adherence when AI certainty information was provided, and other research reported that explanations had no significant effect on whether users followed the AI's advice.",1,Correct contrasting findings
GbE3cKPcTDTP,P18,paper5,p5q10,"Prompted by the finding that explanations often increase the probability of users accepting AI suggestions regardless of their correctness, the authors raise an ethical concern that this could be a form of manipulating people to follow AI advice blindly",1,Correct ethical concern
GbE3cKPcTDTP,P18,paper4,p4q2,"RQ1 investigates when and how knowledge workers enact critical thinking while using GenAI, whereas RQ2 focuses on when and why they perceive changes in the cognitive effort required for those critical thinking activities",1,Correct research questions
GbE3cKPcTDTP,P18,paper4,p4q4,,0,Missing answer
GbE3cKPcTDTP,P18,paper4,p4q6,"Ability barriers such as limited domain knowledge can obstruct the enaction of critical thinking even when workers are motivated to ensure quality, implying that critical thinking is most likely to break down when users lack the independent expertise to verify AI outputs or when external pressures like a lack of time override their professional incentives.",1,Correct interaction
GbE3cKPcTDTP,P18,paper4,p4q8,"The ability barriers preventing critical thinking include difficulties in inspecting AI responses due to limited domain knowledge and obstacles in revising queries or improving responses, with the latter being the most commonly reported barrier by 72 participants",1,Correct barriers and most common
GbE3cKPcTDTP,P18,paper4,p4q10,"The authors prefer the term ""stewardship"" because, unlike human-human collaboration, the human user retains full responsibility and accountability for the final work even though the labour of material production is delegated to the GenAI tool",1,Correct accountability
GbE3cKPcTDTP,P18,cross_paper,cpq2,"One key change is that cognitive effort shifts from doing tasks, like writing or searching, to evaluating and verifying AI outputs. This happens because AI automates parts of the task, but users still need to check accuracy, align outputs with goals, and make final decisions",1,Correct effort shift
GbE3cKPcTDTP,P18,cross_paper,cpq4,"Lower effort can be harmful when users skip critical evaluation of AI outputs. For example, if someone accepts AI-generated information without checking it, they may rely on incorrect or biased results. This happens because AI reduces the effort needed to produce answers, which can lead users to engage less critically and become overly dependent on the system.",1,Correct harm example
GbE3cKPcTDTP,P18,cross_paper,cpq6,"One key factor is confidence, both in the AI and in oneself. When users have high confidence in AI, they are less likely to verify outputs, while higher self-confidence leads to more critical evaluation.",1,Clear factor and direction
GbE3cKPcTDTP,P18,cross_paper,cpq8,"People may over-rely on AI because of high trust or perceived reliability. For example, when users trust AI outputs, they may accept them without verification, leading to reduced critical thinking and over-reliance.",0,No explicit paper linkage
GbE3cKPcTDTP,P18,cross_paper,cpq10,"AI can improve performance by increasing efficiency and helping generate ideas or information quickly. However, it also creates risks because users may reduce effort, rely too much on AI, and fail to verify outputs, which can lead to errors or poorer decision-making. This shows a tradeoff between efficiency and critical engagement across the papers.",1,Dual explanation
IKYlrEkGADM1,P06,paper6,p6q10,"The paper argues that excessive ChatGPT usage leads to memory loss because it reduces students’ cognitive effort and active engagement with learning material. Instead of processing and recalling information themselves, students rely on AI to generate answers, which weakens memory formation. Over time, this lack of mental effort and practice can impair memory retention and overall cognitive functioning. In simple terms, since memory improves through active use, outsourcing thinking to ChatGPT leads to weaker memory consolidation.",1,Correct mechanism
IKYlrEkGADM1,P06,paper6,p6q9,"The authors recommend that educators better manage students’ workload and time pressure by designing assignments and deadlines more carefully. They also suggest encouraging students to use ChatGPT as a support tool rather than a shortcut for completing tasks. This directly relates to the findings, since higher workload and time pressure were shown to increase ChatGPT usage. By reducing these pressures, educators can help limit overreliance and its negative effects.",1,Correct rec
IKYlrEkGADM1,P06,paper6,p6q2,"The paper proposes that reward sensitivity could either increase ChatGPT usage, since students might use it to improve their grades, or decrease it, because they want to avoid risks like penalties or academic consequences. The results support the second prediction, showing that more reward sensitive students use ChatGPT less. The authors explain this by saying these students are more cautious and avoid behaviors that could harm their academic standing.",1,Both hypotheses + result
IKYlrEkGADM1,P06,paper6,p6q7,"The mediation was supported for workload and time pressure across all three outcomes, which are procrastination, memory loss, and academic performance. It was also supported for sensitivity to rewards for procrastination and memory loss, but not for academic performance. Mediation was not supported at all for sensitivity to quality, since it did not significantly relate to ChatGPT usage or the outcomes. This shows that ChatGPT usage mainly explains how workload and time pressure lead to negative outcomes.",1,Correct mediation
IKYlrEkGADM1,P06,paper6,p6q4,"Study 1 first used expert review to assess content validity, which reduced the initial 12 items to 10 based on whether they actually reflected ChatGPT usage. Then they ran exploratory factor analysis and removed items with low factor loadings and communalities (below about 0.5). The two items dropped were “I can’t think of studies without ChatGPT” and “Use of ChatGPT is common nowadays.” This process resulted in a final 8-item scale with good reliability and validity.",1,Process + items ok
IKYlrEkGADM1,P06,paper5,p5q9,"The findings are pretty mixed. In some cases, explanations make people trust and follow the AI more, even when it’s wrong, while in other cases they either reduce reliance or don’t change behavior much. Overall, it shows that explanations don’t have a consistent effect and can influence users in different ways depending on the situation.",1,Contrast correct
IKYlrEkGADM1,P06,paper5,p5q2,"The paper compares human performance with XAI support and also compares AIonly performance with XAI supported performance. Since XAI doesn’t really outperform AI alone, it suggests that any improvement over humans is mostly due to having AI support in general, not the explanations themselves.",1,Interpretation correct
IKYlrEkGADM1,P06,paper5,p5q10,"The authors raise the concern that **explanations may persuade users to follow AI advice blindly**, even when it is wrong. This is prompted by the finding that XAI increases acceptance of AI recommendations without improving users’ ability to judge their correctness raising risks of over reliance and manipulation .",1,Ethical concern correct
IKYlrEkGADM1,P06,paper5,p5q7,authors suggests XAI could help either by making people more likely to follow AI advice or by helping them better judge when the AI is correct or incorrect. The qualitative review found stronger evidence for increased acceptance rather than improved judgment.,1,Mechanisms correct
IKYlrEkGADM1,P06,paper5,p5q4,"The analysis found that XAI improves performance for both tabular and text data, but the effect is stronger for text. The authors suggest this is because text based tasks are more intuitive and easier for humans to interpret alongside AI explanations, making the support more effective.",1,Text vs tabular correct
IKYlrEkGADM1,P06,paper4,p4q6,"It feels like motivation gets you to want to think critically, but ability decides if you actually can follow through. So things break down when people care about the outcome but don’t have the skills or knowledge to question or fix the AI output",1,Interaction correct
IKYlrEkGADM1,P06,paper4,p4q4,"The effort shifts away from doing the task itself toward checking, combining, and judging AI outputs. This basically turns workers into more of an editor or reviewer rather than the one creating everything from scratch",1,Shift correct
IKYlrEkGADM1,P06,paper4,p4q8,"The main barriers are lack of awareness, limited knowledge in the domain, and difficulty improving AI responses. The one that came up the most was difficulty refining or fixing AI outputs, especially when people didn’t fully understand the topic",1,Barriers + most common
IKYlrEkGADM1,P06,paper4,p4q10,"Stewardship shows that the human is still the one guiding and being responsible for the final outcome, even if AI is involved. It basically means the accountability doesn’t shift to the AI, it stays with the user who decides what to accept or change",1,Accountability correct
IKYlrEkGADM1,P06,paper4,p4q2,"One question looks at when and how people actually use critical thinking with GenAI, and the other looks at when and why GenAI changes how much effort that takes. So one is about behavior, and the other is more about effort and perception",1,RQ correct
IKYlrEkGADM1,P06,cross_paper,cpq2,An inherent autopilot mode could happen where users essentially blindly trust the output of the AI rather than thinign critically about it. Eg. knowledge workers (especially if they aren't supepr self confident) may just trust the AI.,0,Wrong question answered (effort shift expected)
IKYlrEkGADM1,P06,cross_paper,cpq4,"One example is when users accept AI generated answers without checking them. This can harm outcomes because errors or biases go unnoticed, since lower effort means less verification and critical thinking.",1,Harm correct
IKYlrEkGADM1,P06,cross_paper,cpq6,Understanding of the topic.,0,Too vague
IKYlrEkGADM1,P06,cross_paper,cpq8,"Stress, students with overwhelming amounts of work.",0,No paper link
IKYlrEkGADM1,P06,cross_paper,cpq10,"AI kind of acts like a shortcut that speeds everything up, but that same shortcut can make you skip important thinking steps. It improves performance by reducing effort and helping you get to answers faster, but at the same time it increases reliance and lowers verification, which can lead to mistakes or weaker understanding. So you end up in this tradeoff where you gain efficiency, but risk losing depth, because the more you lean on AI, the less you actually engage with the problem yourself.",1,Dual explanation
JyrmZNAazAfE,P17,paper6,p6q7,ChatGPT usage was found to bridge the gap between heavy workloads and outcomes like poor academic performance,0,Incomplete mediation description
JyrmZNAazAfE,P17,paper6,p6q9,Reduce workload for students with realistic timelines,1,Correct recommendation
JyrmZNAazAfE,P17,paper6,p6q2,"One theory was that reward-seekers use AI for higher grades, while the other said they avoid it to prevent academic penalties. The results showed that the fear of penalties was stronger, leading to lower AI usage among reward sensitive students.",1,Both hypotheses + result
JyrmZNAazAfE,P17,paper6,p6q10,"There is a suggestion that Chat leads to cognitive offloading, where students reduce the mental effort needed for tasks and weaken their memory retention.",1,Acceptable mechanism
JyrmZNAazAfE,P17,paper6,p6q4,The initial scale of 12 items was reduced to 8 after exploratory factor analysis showed that four items had weak statistical relevance.,0,Missing detailed process and specific items
JyrmZNAazAfE,P17,paper4,p4q8,These barriers include difficulties in steering AI responses and verifying technical accuracy. The largest group of participants reported that they struggled most with the cognitive burden of fact checking and cross referencing AI outputs against reliable sources.,0,Wrong most common barrier
JyrmZNAazAfE,P17,paper4,p4q6,The paper suggests that high motivation can overcome technical barriers if the worker has enough time to experiment with the AI. Critical thinking usually fails when workers are highly skilled but feel the task is too boring to warrant any extra effort.,0,Incorrect interaction explanation
JyrmZNAazAfE,P17,paper4,p4q10,The authors use this term because it implies the worker is a responsible guardian of the final output rather than just a collaborator. It reinforces that ultimate accountability for the accuracy and ethical implications of the work rests entirely with the human user.,1,Correct accountability
JyrmZNAazAfE,P17,paper4,p4q2,RQ1 investigates how GenAI tools change the amount of cognitive effort workers feel they are exerting. RQ2 looks at how these tools impact the worker's actual performance and speed when completing complex professional tasks.,0,Incorrect research questions
JyrmZNAazAfE,P17,paper4,p4q4,Workers reported that GenAI significantly reduces the effort required for lower level tasks like gathering and summarizing information. This shift allows knowledge workers to focus more on high-level evaluation and the integration of AI content into larger projects.,1,Correct shift
JyrmZNAazAfE,P17,paper5,p5q7,"The paper outlines two mechanisms through which explainable AI can improve decisions: helping users align their level of trust with the system’s reliability, and offering insights that expand the user’s understanding.",0,Mechanisms incorrect
JyrmZNAazAfE,P17,paper5,p5q9,"The review found mixed effects. Explanations sometimes increased trust, but in other cases caused confusion. For example, medical users relied more on explained AI, while legal users often found explanations too complex and ignored them.",1,Correct contrast
JyrmZNAazAfE,P17,paper5,p5q10,"The authors point to a concern around misleading influence, where users may be persuaded by an AI system’s reasoning even when its conclusions are incorrect. This issue arises from evidence showing that explanations tend to increase user acceptance overall, without reliably helping users distinguish between correct and incorrect outputs.",1,Correct ethical concern
JyrmZNAazAfE,P17,paper5,p5q4,"The subgroup analysis showed that explanations were more effective when applied to text based tasks than to tabular data. The authors attribute this to the more intuitive and conversational nature of text, while numerical tables tend to require greater cognitive effort to interpret, reducing the benefit of added explanations.",1,Correct subgroup result
JyrmZNAazAfE,P17,paper5,p5q2,"The meta analysis focuses on two main comparisons: AI systems versus human experts, and AI systems with explanations versus those without. It then claims that because human experts achieved perfect accuracy across studies, explanations for AI are unnecessary in professional contexts.",0,Incorrect interpretation
JyrmZNAazAfE,P17,cross_paper,cpq2,"Mental energy for gathering data drops, but the effort required to verify and audit the AI's logic increases significantly.",1,Correct effort shift
JyrmZNAazAfE,P17,cross_paper,cpq4,"Lowering effort can lead to cognitive offloading, which reduces a person's long term memory and independent problem solving skills.",1,Correct harm
JyrmZNAazAfE,P17,cross_paper,cpq6,Users often skip verification when they are under heavy time pressure or if they feel the task is too insignificant to matter.,1,Valid factor with direction
JyrmZNAazAfE,P17,cross_paper,cpq8,People trust AI too much because it gives them positive feedback that makes them feel more productive than they actually are.,0,No explicit paper linkage
JyrmZNAazAfE,P17,cross_paper,cpq10,AI acts as a scaffold to boost immediate output but creates a risk of deskilling and a loss of critical thinking confidence over time.,1,Dual explanation
oGkqBiOwjVaX,P14,paper4,p4q2,"RQ1: ""When/how do knowledge workers perceive critical thinking enaction with GenAI?"" RQ2: ""When/why does GenAI change critical thinking effort?"" RQ1 focuses occurrence/methods, RQ2 examines effort dynamics.",1,Correct distinction enaction vs effort
oGkqBiOwjVaX,P14,paper4,p4q4,"For Analysis/Synthesis/Evaluation, effort shifts from content creation to oversight/integration of AI outputs. Creates ztewardship role where workers guide AI toward quality standards they remain accountable for.",1,Correct shift + stewardship
oGkqBiOwjVaX,P14,paper4,p4q8,"Key barriers: insufficient domain expertise, inability to improve AI responses, time pressure. Largest participant reports were difficulties inspecting/verifying AI outputs (hardest to overcome).",0,Wrong most common barrier (should be improving responses)
oGkqBiOwjVaX,P14,paper4,p4q10,"Stewardship better captures humans directing AI output (not equal collaboration/supervision). Emphasizes human retains full accountability AI executes, human judges final responsibility.",1,Correct accountability
oGkqBiOwjVaX,P14,paper4,p4q6,"Motivational factors (quality desire, error avoidance) spark critical thinking intent, but ability barriers (knowledge gaps, AI stubbornness) block execution. Breakdowns happen most when workers want accuracy but lack skills/time to verify outputs.",1,Correct interaction
oGkqBiOwjVaX,P14,paper6,p6q7,"Mediation worked for workload/time pressure → all outcomes (procrastination, memory loss, poor CGPA). Reward sensitivity mediated only procrastination/memory loss (not CGPA). Quality sensitivity showed no mediation effects.",1,Correct mediation
oGkqBiOwjVaX,P14,paper6,p6q2,H3a predicted reward sensitivity increases ChatGPT use (risk-taking view); H3b predicted decrease (cheating fear). H3b supported grade-worried students avoid AI to prevent academic penalties.,1,Both hypotheses + result
oGkqBiOwjVaX,P14,paper6,p6q10,"Excessive ChatGPT reliance cuts cognitive engagement needed for memory consolidation. Authors argue students skip active learning/recall practice, leading to weaker retention over time.",1,Correct mechanism
oGkqBiOwjVaX,P14,paper6,p6q4,"Began with 12 items → 5 experts validated content, kept 10 → EFA revealed items 4&9 had poor loadings/communalities , dropped them. Final 8 item scale had strong reliability and one factor structure.",1,Full process + items
oGkqBiOwjVaX,P14,paper6,p6q9,"Since workload and time pressure spike ChatGPT use, authors recommend teachers lighten assignments and deadlines. Also guide students to treat ChatGPT as a learning aid, not a full replacement for their own work.",1,Correct recommendation
oGkqBiOwjVaX,P14,paper5,p5q7,"1. increased AI advice acceptance,2. improved trust calibration (follow correct/reject wrong). Qualitative review found stronger evidence for mechanism 1, explanations mainly boost acceptance.",1,Correct mechanisms
oGkqBiOwjVaX,P14,paper5,p5q10,"explanations may increase blind AI acceptance rather than critical evaluation. Triggered by qualitative finding that XAI primarily boosts acceptance, not calibrated reliance.",1,Correct ethical concern
oGkqBiOwjVaX,P14,paper5,p5q4,"Tabular data: null XAI effect, Text data: strong positive, Authors explain text's intuitive nature aids human judgment of explanations vs. tabular's complexity.",1,Correct subgroup
oGkqBiOwjVaX,P14,paper5,p5q9,"Fugener et al. (confidence ratings ↓ AI adherence), Bansal et al./van der Waa et al. (explanations ↑ acceptance even for incorrect predictions). Shows unresolved tension in literature.",1,Correct contrast
oGkqBiOwjVaX,P14,paper5,p5q2,"Primary comparisons: XAI vs human only (XAI superior, XAI vs AI only (no difference). Second finding tempers first you can't attribute XAI gains specifically to explanations.",1,Correct comparisons + interpretation
oGkqBiOwjVaX,P14,cross_paper,cpq2,"Critical thinking paper shows effort shifts from Analysis/Synthesis/Evaluation execution to verification/integration of AI outputs. AI automates production, forcing humans into oversight role",1,Correct effort shift
oGkqBiOwjVaX,P14,cross_paper,cpq4,University paper: workload pressure → ChatGPT shortcuts → procrastination + memory loss. Reduced cognitive effort skips active learning needed for retention/performance.,1,Correct harm
oGkqBiOwjVaX,P14,cross_paper,cpq6,Self confidence vs AI confidence. High self confidence predicts more verification/evaluation effort; high AI confidence predicts less critical checking.,1,Clear factor + direction
oGkqBiOwjVaX,P14,cross_paper,cpq8,Time pressure creates shortcut mentality university paper found time pressure positively predicts ChatGPT use,1,Explicit link to paper
oGkqBiOwjVaX,P14,cross_paper,cpq10,"Improves performance: XAI boosts accuracy vs humans , ChatGPT aids stressed students. Creates risks: reduces verification effort , increases blind acceptance",1,Dual explanation
OypI5I6Xeszw,P11,paper6,p6q2,"The two competing predictions were that sensitivity to rewards would either increase ChatGPT use or decrease it. The negative prediction was supported, because reward sensitive students were less likely to use ChatGPT, which the authors explain as likely fear of getting a bad grade or being seen as cheating.",1,Both hypotheses + supported result present
OypI5I6Xeszw,P11,paper6,p6q4,"In Study 1, the authors started with 12 items, did an item-sorting/content-validity check with five experts, and kept 10 items because the experts agreed those best measured ChatGPT use. Then an exploratory factor analysis showed items 4 and 9 had low factor loadings and communalities, so those two were dropped, leaving 8 items with acceptable loadings and one factor structure.",1,Process + items 4 and 9
OypI5I6Xeszw,P11,paper6,p6q7,"Mediation was supported for workload and time pressure through ChatGPT for all three outcomes: procrastination, memory loss, and academic performance, and for sensitivity to rewards only for procrastination and memory loss, not academic performance. Mediation was not supported for sensitivity to quality for any of the three outcomes.",1,Correct mediation
OypI5I6Xeszw,P11,paper6,p6q9,"The practical recommendation is that educators should manage workload and deadlines more carefully, and also encourage students to use ChatGPT as a support tool rather than a shortcut. This fits the results because workload and time pressure both increased ChatGPT use, so the authors suggest reducing those pressures while also discouraging overreliance on the tool.",1,Correct recommendation
OypI5I6Xeszw,P11,paper6,p6q10,"The authors explain the memory-loss link with a cognitive underuse idea: excessive ChatGPT use reduces mental effort and active learning, which weakens memory retention over time. In other words, the more students let ChatGPT do the thinking for them, the less they train the memory processes they need to keep information.",1,Correct mechanism
OypI5I6Xeszw,P11,paper4,p4q2,"RQ1: when and how do knowledge workers perceive the enaction of critical thinking when using GenAI, and RQ2: when and why do they perceive increased or decreased effort for critical thinking due to GenAI. They differ because the first asks about whether and how critical thinking happens, while the second asks about how GenAI changes the effort involved and why.",1,Correct RQs
OypI5I6Xeszw,P11,paper4,p4q4,"The shift was from task execution to task stewardship, especially for Analysis, Synthesis, and Evaluation. That means workers spend less effort producing the work themselves and more effort overseeing, steering, and checking AI output while still staying accountable for the result.",1,Correct shift
OypI5I6Xeszw,P11,paper4,p4q6,"The two factors interact because motivation to think critically only turns into actual critical thinking when workers also have the ability to do it. In practice, breakdowns are most likely when people are motivated but hit barriers like not knowing enough, not being able to improve the output or being too time pressed to act on that motivation.",1,Correct interaction
OypI5I6Xeszw,P11,paper4,p4q8,"The ability barriers were mainly not having enough domain knowledge, not knowing how to improve AI suggestions and AI being stubborn or not following revised prompts. The paper says the largest number of participants reported barriers to inspecting AI responses.",0,Wrong most common barrier
OypI5I6Xeszw,P11,paper4,p4q10,"The authors prefer “stewardship” because it captures that the human is mainly guiding and monitoring the AI’s work, not sharing equal partnership with it. It also implies accountability stays with the human user.",1,Correct accountability
OypI5I6Xeszw,P11,paper5,p5q2,"The paper compares XAI with human only decision making, and also compares XAI with AI only advice. XAI helped more than humans alone, but it did not do better than plain AI advice, so those are not the same result.",1,Correct comparisons
OypI5I6Xeszw,P11,paper5,p5q4,"For tabular data, XAI did not clearly improve performance. For text data, XAI did better, and the authors think this is because text tasks are easier for people to understand and judge than tabular ones.",1,Correct subgroup
OypI5I6Xeszw,P11,paper5,p5q7,"The two ideas were that XAI could help by making people trust and use the AI more, or by helping them trust it in a better way. The review found stronger support for the first idea, that XAI mainly works by increasing acceptance of AI advice.",1,Mechanisms acceptable (acceptance emphasis)
OypI5I6Xeszw,P11,paper5,p5q9,"The findings on acceptance were mixed. Fuener et al. found that confidence ratings made people follow the AI less, while Bansal et al. and van der Waa et al. found that explanations made people accept the AI more, even when it was wrong.",1,Correct contrast
OypI5I6Xeszw,P11,paper5,p5q10,"Explanations might make people trust AI too much. The authors bring this up because their review showed explanations can raise acceptance of AI advice, even when that advice should maybe be questioned.",1,Correct ethical concern
OypI5I6Xeszw,P11,cross_paper,cpq2,"One change is that people spend less effort doing the work itself and more effort checking, steering, or judging AI output. This happens because AI can do the first draft or routine part quickly, so humans shift into a review role instead.",1,Correct shift
OypI5I6Xeszw,P11,cross_paper,cpq4,"Lower effort can hurt outcomes when people stop thinking deeply and just accept the AI’s answer. In the critical-thinking paper, this can lead to weaker memory and more procrastination, and in the XAI paper it can mean people follow AI advice too easily.",1,Correct harm
OypI5I6Xeszw,P11,cross_paper,cpq6,"One big factor is confidence. People who trust AI more are less likely to verify it, while people who trust themselves more are more likely to check it. The critical-thinking paper shows that self-confidence pushes critical thinking up, while confidence in GenAI pushes it down.",1,Clear factor
OypI5I6Xeszw,P11,cross_paper,cpq8,"People may overrely on AI when it feels fast, easy, and good enough, especially under pressure. The university-student paper links workload and time pressure to more ChatGPT use, which can turn into shortcut behavior instead of careful work.",1,Explicit link to paper6
OypI5I6Xeszw,P11,cross_paper,cpq10,"AI can improve performance because it gives faster help, better suggestions, and extra support that can raise task results. But it also creates risks because people may rely on it too much, verify less, and lose some effort in thinking, which can hurt memory, quality, or judgment.",1,Dual explanation
PQ23p4viZMPU,P21,paper5,p5q2,"The paper compares human vs. XAI-assisted performance and AI vs. XAI-assisted performance; since XAI doesn’t outperform AI alone, the improvement over humans should really be seen as the benefit of AI in general, not explanations specifically.",1,Correct comparisons and interpretation
PQ23p4viZMPU,P21,paper5,p5q4,"data showed almost no effect (SMD = 0.01) while text data showed a strong positive effect (SMD = 0.72), which the authors suggest may be because text tasks are easier for humans to interpret alongside AI.",1,Correct subgroup with stats
PQ23p4viZMPU,P21,paper5,p5q7,"XAI could help by increasing how often people accept AI advice or by helping them better judge when the AI is correct, but the evidence was stronger for increased acceptance.",1,Correct mechanisms + dominant
